_id,TURU,KURTARMA TURU,BILDIRIM TARIHI,MAHALLE
10039,Kurtarma,Hayvan Kurtarma,2019-06-12 08:45:00.000,SEHITKAMIL
10040,Kurtarma,Hayvan Kurtarma,2019-06-12 18:30:00.000,SAHINBEY
10041,Kurtarma,Hayvan Kurtarma,2019-06-12 19:10:00.000,SAHINBEY
10042,Kurtarma,Hayvan Kurtarma,2019-06-13 07:16:00.000,KARKAMIS
10043,Kurtarma,Hayvan Kurtarma,2019-06-12 20:45:00.000,SEHITKAMIL
10044,Kurtarma,Hayvan Kurtarma,2019-06-12 12:03:00.000,SAHINBEY
10045,Kurtarma,Hayvan Kurtarma,2019-06-11 23:57:00.000,NIZIP
10046,Kurtarma,Hayvan Kurtarma,2019-06-12 01:17:00.000,SAHINBEY
10047,Kurtarma,Hayvan Kurtarma,2019-06-10 20:17:00.000,SEHITKAMIL
10048,Kurtarma,Hayvan Kurtarma,2019-06-10 14:46:00.000,SEHITKAMIL
10049,Kurtarma,Hayvan Kurtarma,2019-06-11 22:35:00.000,SEHITKAMIL
10050,Kurtarma,Hayvan Kurtarma,2019-06-16 19:07:00.000,SAHINBEY
10051,Kurtarma,Hayvan Kurtarma,2019-06-03 20:55:00.000,SAHINBEY
10052,Kurtarma,Hayvan Kurtarma,2019-06-03 18:20:00.000,SAHINBEY
10053,Kurtarma,Hayvan Kurtarma,2019-06-09 21:10:00.000,NIZIP
10054,Kurtarma,Hayvan Kurtarma,2019-05-31 21:01:00.000,SAHINBEY
10055,Kurtarma,Hayvan Kurtarma,2019-05-31 18:01:00.000,SEHITKAMIL
10056,Kurtarma,Hayvan Kurtarma,2019-06-09 23:43:00.000,SEHITKAMIL
10057,Kurtarma,Hayvan Kurtarma,2019-05-31 09:35:00.000,SEHITKAMIL
10058,Kurtarma,Hayvan Kurtarma,2019-06-09 11:50:00.000,SAHINBEY
10059,Kurtarma,Hayvan Kurtarma,2019-06-09 16:20:00.000,SEHITKAMIL
10060,Kurtarma,Hayvan Kurtarma,2019-06-04 05:35:00.000,SEHITKAMIL
10061,Kurtarma,Hayvan Kurtarma,2019-06-04 08:38:00.000,SAHINBEY
10062,Kurtarma,Hayvan Kurtarma,2019-06-04 09:42:00.000,SAHINBEY
10063,Kurtarma,Hayvan Kurtarma,2019-06-04 10:04:00.000,SEHITKAMIL
10064,Kurtarma,Hayvan Kurtarma,2019-06-08 19:49:00.000,SAHINBEY
10065,Kurtarma,Hayvan Kurtarma,2019-06-10 20:59:00.000,SAHINBEY
10066,Kurtarma,Hayvan Kurtarma,2019-06-08 11:00:00.000,NIZIP
10067,Kurtarma,Hayvan Kurtarma,2019-06-08 17:35:00.000,NURDAGI
10068,Kurtarma,Hayvan Kurtarma,2019-06-10 09:30:00.000,SAHINBEY
10069,Kurtarma,Hayvan Kurtarma,2019-06-08 17:04:00.000,SAHINBEY
10070,Kurtarma,Hayvan Kurtarma,2019-06-08 13:54:00.000,SEHITKAMIL
10071,Kurtarma,Hayvan Kurtarma,2019-06-08 09:09:00.000,SEHITKAMIL
10072,Kurtarma,Hayvan Kurtarma,2019-06-09 13:44:00.000,ISLAHIYE
10073,Kurtarma,Hayvan Kurtarma,2019-06-06 19:46:00.000,SEHITKAMIL
10074,Kurtarma,Hayvan Kurtarma,2019-06-07 00:58:00.000,SEHITKAMIL
10075,Kurtarma,Hayvan Kurtarma,2019-06-06 13:30:00.000,SAHINBEY
10076,Kurtarma,Hayvan Kurtarma,2019-06-07 10:32:00.000,SAHINBEY
10077,Kurtarma,Hayvan Kurtarma,2019-06-07 10:28:00.000,SAHINBEY
10078,Kurtarma,Hayvan Kurtarma,2019-06-07 11:02:00.000,SEHITKAMIL
10079,Kurtarma,Hayvan Kurtarma,2019-06-04 21:15:00.000,SAHINBEY
10080,Kurtarma,Hayvan Kurtarma,2019-06-04 07:51:00.000,NIZIP
10081,Kurtarma,Hayvan Kurtarma,2019-06-05 06:26:00.000,SAHINBEY
10082,Kurtarma,Hayvan Kurtarma,2019-06-05 10:18:00.000,SEHITKAMIL
10083,Kurtarma,Hayvan Kurtarma,2019-06-05 11:17:00.000,SAHINBEY
10084,Kurtarma,Hayvan Kurtarma,2019-06-06 10:42:00.000,SEHITKAMIL
10085,Kurtarma,Hayvan Kurtarma,2019-06-06 13:52:00.000,OGUZELI
10086,Kurtarma,Hayvan Kurtarma,2019-06-07 16:41:00.000,SAHINBEY
10087,Kurtarma,Hayvan Kurtarma,2019-06-07 13:45:00.000,SEHITKAMIL
10088,Kurtarma,Hayvan Kurtarma,2019-06-07 13:26:00.000,SAHINBEY
10089,Kurtarma,Hayvan Kurtarma,2019-06-03 17:59:00.000,NIZIP
10090,Kurtarma,Hayvan Kurtarma,2019-06-03 13:45:00.000,SEHITKAMIL
10091,Kurtarma,Hayvan Kurtarma,2019-06-03 13:58:00.000,SAHINBEY
10092,Kurtarma,Hayvan Kurtarma,2019-06-03 08:55:00.000,SEHITKAMIL
10093,Kurtarma,Hayvan Kurtarma,2019-06-02 11:31:00.000,SAHINBEY
10094,Kurtarma,Hayvan Kurtarma,2019-06-02 16:42:00.000,SAHINBEY
10095,Kurtarma,Hayvan Kurtarma,2019-06-02 08:19:00.000,SAHINBEY
10096,Kurtarma,Hayvan Kurtarma,2019-06-01 08:00:00.000,SAHINBEY
10097,Kurtarma,Hayvan Kurtarma,2019-06-01 23:16:00.000,SAHINBEY
10098,Kurtarma,Hayvan Kurtarma,2019-06-02 00:56:00.000,SAHINBEY
10099,Kurtarma,Hayvan Kurtarma,2019-06-02 11:17:00.000,SAHINBEY
10100,Kurtarma,Hayvan Kurtarma,2019-06-02 09:38:00.000,SAHINBEY
10101,Kurtarma,Hayvan Kurtarma,2019-05-31 11:09:00.000,SAHINBEY
10102,Kurtarma,Hayvan Kurtarma,2019-05-31 20:19:00.000,NIZIP
10103,Kurtarma,Hayvan Kurtarma,2019-05-31 08:53:00.000,SEHITKAMIL
10104,Kurtarma,Hayvan Kurtarma,2019-06-12 09:50:00.000,SAHINBEY
10105,Kurtarma,Hayvan Kurtarma,2019-06-16 17:19:00.000,ISLAHIYE
10106,Kurtarma,Hayvan Kurtarma,2019-06-17 00:41:00.000,SAHINBEY
10107,Kurtarma,Hayvan Kurtarma,2019-06-13 17:21:00.000,SEHITKAMIL
10108,Kurtarma,Hayvan Kurtarma,2019-06-18 09:24:00.000,SEHITKAMIL
10109,Kurtarma,Hayvan Kurtarma,2019-06-18 19:06:00.000,SAHINBEY
10110,Kurtarma,Hayvan Kurtarma,2019-06-17 20:40:00.000,SEHITKAMIL
10111,Kurtarma,Hayvan Kurtarma,2019-06-17 11:07:00.000,SEHITKAMIL
10112,Kurtarma,Hayvan Kurtarma,2019-06-17 09:41:00.000,SAHINBEY
10113,Kurtarma,Hayvan Kurtarma,2019-06-18 08:17:00.000,SAHINBEY
10114,Kurtarma,Hayvan Kurtarma,2019-06-17 16:10:00.000,SEHITKAMIL
10115,Kurtarma,Hayvan Kurtarma,2019-06-16 15:57:00.000,SEHITKAMIL
10116,Kurtarma,Hayvan Kurtarma,2019-06-16 13:41:00.000,SAHINBEY
10117,Kurtarma,Hayvan Kurtarma,2019-06-15 10:52:00.000,SAHINBEY
10118,Kurtarma,Hayvan Kurtarma,2019-06-15 18:49:00.000,NIZIP
10119,Kurtarma,Hayvan Kurtarma,2019-06-14 23:21:00.000,SAHINBEY
10120,Kurtarma,Hayvan Kurtarma,2019-06-16 08:31:00.000,SEHITKAMIL
10121,Kurtarma,Hayvan Kurtarma,2019-06-17 10:02:00.000,SEHITKAMIL
10122,Kurtarma,Hayvan Kurtarma,2019-06-17 14:55:00.000,SAHINBEY
10123,Kurtarma,Hayvan Kurtarma,2019-06-18 19:40:00.000,SAHINBEY
10124,Kurtarma,Hayvan Kurtarma,2019-06-18 11:13:00.000,SAHINBEY
10125,Kurtarma,Hayvan Kurtarma,2019-06-18 11:15:00.000,SAHINBEY
10126,Kurtarma,Hayvan Kurtarma,2019-06-18 22:39:00.000,SEHITKAMIL
10127,Kurtarma,Hayvan Kurtarma,2019-06-18 17:19:00.000,OGUZELI
10128,Kurtarma,Hayvan Kurtarma,2019-06-19 09:38:00.000,SEHITKAMIL
10129,Kurtarma,Hayvan Kurtarma,2019-06-19 16:53:00.000,SAHINBEY
10130,Kurtarma,Hayvan Kurtarma,2019-06-19 16:11:00.000,SEHITKAMIL
10131,Kurtarma,Hayvan Kurtarma,2019-06-19 20:05:00.000,SEHITKAMIL
10132,Kurtarma,Hayvan Kurtarma,2019-06-19 15:28:00.000,SAHINBEY
10133,Kurtarma,Hayvan Kurtarma,2019-06-19 16:22:00.000,SEHITKAMIL
10134,Kurtarma,Hayvan Kurtarma,2019-06-18 20:10:00.000,SAHINBEY
10135,Kurtarma,Hayvan Kurtarma,2019-06-20 10:03:00.000,NIZIP
10136,Kurtarma,Hayvan Kurtarma,2019-06-20 15:10:00.000,SAHINBEY
10137,Kurtarma,Hayvan Kurtarma,2019-06-20 20:53:00.000,SEHITKAMIL
10138,Kurtarma,Hayvan Kurtarma,2019-06-20 12:09:00.000,SEHITKAMIL
10139,Kurtarma,Hayvan Kurtarma,2019-06-20 21:56:00.000,SAHINBEY
10140,Kurtarma,Hayvan Kurtarma,2019-06-19 13:16:00.000,SAHINBEY
10141,Kurtarma,Hayvan Kurtarma,2019-06-19 08:28:00.000,SEHITKAMIL
10142,Kurtarma,Hayvan Kurtarma,2019-06-21 15:35:00.000,SEHITKAMIL
10143,Kurtarma,Hayvan Kurtarma,2019-06-21 12:25:00.000,SEHITKAMIL
10144,Kurtarma,Hayvan Kurtarma,2019-06-21 17:40:00.000,SEHITKAMIL
10145,Kurtarma,Hayvan Kurtarma,2019-06-21 12:33:00.000,NIZIP
10146,Kurtarma,Hayvan Kurtarma,2019-06-21 13:33:00.000,SEHITKAMIL
10147,Kurtarma,Hayvan Kurtarma,2019-06-21 11:30:00.000,SEHITKAMIL
10148,Kurtarma,Hayvan Kurtarma,2019-06-25 10:50:00.000,SAHINBEY
10149,Kurtarma,Hayvan Kurtarma,2019-06-26 14:03:00.000,SAHINBEY
10150,Kurtarma,Hayvan Kurtarma,2019-06-27 09:45:00.000,SAHINBEY
10151,Kurtarma,Hayvan Kurtarma,2019-06-27 12:32:00.000,SAHINBEY
10152,Kurtarma,Hayvan Kurtarma,2019-06-27 17:04:00.000,NIZIP
10153,Kurtarma,Hayvan Kurtarma,2019-06-27 22:36:00.000,ISLAHIYE
10154,Kurtarma,Hayvan Kurtarma,2019-06-27 20:39:00.000,ARABAN
10155,Kurtarma,Hayvan Kurtarma,2019-06-25 13:52:00.000,SEHITKAMIL
10156,Kurtarma,Hayvan Kurtarma,2019-06-24 23:50:00.000,SAHINBEY
10157,Kurtarma,Hayvan Kurtarma,2019-06-27 08:30:00.000,NIZIP
10158,Kurtarma,Hayvan Kurtarma,2019-06-26 20:05:00.000,SEHITKAMIL
10159,Kurtarma,Hayvan Kurtarma,2019-06-26 22:22:00.000,SEHITKAMIL
10160,Kurtarma,Hayvan Kurtarma,2019-06-23 19:19:00.000,SEHITKAMIL
10161,Kurtarma,Hayvan Kurtarma,2019-06-23 18:07:00.000,NIZIP
10162,Kurtarma,Hayvan Kurtarma,2019-06-23 20:48:00.000,SAHINBEY
10163,Kurtarma,Hayvan Kurtarma,2019-06-24 16:20:00.000,SEHITKAMIL
10164,Kurtarma,Hayvan Kurtarma,2019-06-24 21:17:00.000,NIZIP
10165,Kurtarma,Hayvan Kurtarma,2019-06-23 07:54:00.000,KARKAMIS
10166,Kurtarma,Hayvan Kurtarma,2019-06-23 18:20:00.000,SAHINBEY
10167,Kurtarma,Hayvan Kurtarma,2019-06-23 15:39:00.000,SEHITKAMIL
10168,Kurtarma,Hayvan Kurtarma,2019-06-24 12:01:00.000,SEHITKAMIL
10169,Kurtarma,Hayvan Kurtarma,2019-06-24 10:26:00.000,SEHITKAMIL
10170,Kurtarma,Hayvan Kurtarma,2019-06-22 21:18:00.000,SEHITKAMIL
10171,Kurtarma,Hayvan Kurtarma,2019-06-22 18:12:00.000,SEHITKAMIL
10172,Kurtarma,Hayvan Kurtarma,2019-06-22 19:15:00.000,SEHITKAMIL
10173,Kurtarma,Hayvan Kurtarma,2019-06-23 20:30:00.000,SAHINBEY
10174,Kurtarma,Hayvan Kurtarma,2019-06-22 09:58:00.000,SEHITKAMIL
10175,Kurtarma,Hayvan Kurtarma,2019-06-22 08:59:00.000,SEHITKAMIL
10176,Kurtarma,Hayvan Kurtarma,2019-06-22 12:14:00.000,ISLAHIYE
10177,Kurtarma,Hayvan Kurtarma,2019-06-21 16:47:00.000,ISLAHIYE
10178,Kurtarma,Hayvan Kurtarma,2019-06-21 19:40:00.000,SEHITKAMIL
10179,Kurtarma,Hayvan Kurtarma,2019-06-21 20:06:00.000,SEHITKAMIL
10180,Kurtarma,Hayvan Kurtarma,2019-06-21 21:10:00.000,SAHINBEY
10181,Kurtarma,Hayvan Kurtarma,2019-06-28 14:45:00.000,SAHINBEY
10182,Kurtarma,Hayvan Kurtarma,2019-06-30 20:41:00.000,SEHITKAMIL
10183,Kurtarma,Hayvan Kurtarma,2019-06-30 12:40:00.000,SEHITKAMIL
10184,Kurtarma,Hayvan Kurtarma,2019-06-28 17:56:00.000,SEHITKAMIL
10185,Kurtarma,Hayvan Kurtarma,2019-06-28 22:35:00.000,SAHINBEY
10186,Kurtarma,Hayvan Kurtarma,2019-06-28 18:46:00.000,SEHITKAMIL
10187,Kurtarma,Hayvan Kurtarma,2019-06-28 08:02:00.000,SAHINBEY
10188,Kurtarma,Hayvan Kurtarma,2019-06-29 16:09:00.000,SAHINBEY
10189,Kurtarma,Hayvan Kurtarma,2019-06-28 09:32:00.000,NIZIP
10190,Kurtarma,Hayvan Kurtarma,2019-06-30 14:47:00.000,SAHINBEY
10191,Kurtarma,Hayvan Kurtarma,2019-06-28 16:33:00.000,SAHINBEY
10192,Kurtarma,Hayvan Kurtarma,2019-06-29 07:31:00.000,SAHINBEY
10193,Kurtarma,Hayvan Kurtarma,2019-06-27 20:14:00.000,SEHITKAMIL
10194,Kurtarma,Hayvan Kurtarma,2019-06-27 19:46:00.000,SAHINBEY
10195,Kurtarma,Hayvan Kurtarma,2019-06-27 19:27:00.000,SAHINBEY
10196,Kurtarma,Hayvan Kurtarma,2019-06-28 08:02:00.000,SAHINBEY
10197,Kurtarma,Hayvan Kurtarma,2019-07-01 11:04:00.000,SEHITKAMIL
10198,Kurtarma,Hayvan Kurtarma,2019-07-01 11:44:00.000,SAHINBEY
10199,Kurtarma,Hayvan Kurtarma,2019-07-01 11:47:00.000,SAHINBEY
10200,Kurtarma,Hayvan Kurtarma,2019-06-29 20:03:00.000,SAHINBEY
10201,Kurtarma,Hayvan Kurtarma,2019-06-29 21:20:00.000,SAHINBEY
10202,Kurtarma,Hayvan Kurtarma,2019-07-02 09:19:00.000,SAHINBEY
10203,Kurtarma,Hayvan Kurtarma,2019-07-02 20:34:00.000,SAHINBEY
10204,Kurtarma,Hayvan Kurtarma,2019-07-03 10:12:00.000,SEHITKAMIL
10205,Kurtarma,Hayvan Kurtarma,2019-07-03 11:54:00.000,SEHITKAMIL
10206,Kurtarma,Hayvan Kurtarma,2019-07-01 12:36:00.000,SEHITKAMIL
10207,Kurtarma,Hayvan Kurtarma,2019-07-01 19:10:00.000,SAHINBEY
10208,Kurtarma,Hayvan Kurtarma,2019-07-01 22:04:00.000,NIZIP
10209,Kurtarma,Hayvan Kurtarma,2019-07-02 09:04:00.000,SEHITKAMIL
10210,Kurtarma,Hayvan Kurtarma,2019-07-03 19:54:00.000,SAHINBEY
10211,Kurtarma,Hayvan Kurtarma,2019-07-03 20:00:00.000,SEHITKAMIL
10212,Kurtarma,Hayvan Kurtarma,2019-07-03 13:13:00.000,SEHITKAMIL
10213,Kurtarma,Hayvan Kurtarma,2019-07-03 19:33:00.000,SAHINBEY
10214,Kurtarma,Hayvan Kurtarma,2019-07-05 19:10:00.000,SEHITKAMIL
10215,Kurtarma,Hayvan Kurtarma,2019-07-05 10:02:00.000,SAHINBEY
10216,Kurtarma,Hayvan Kurtarma,2019-07-05 09:30:00.000,NIZIP
10217,Kurtarma,Hayvan Kurtarma,2019-07-06 14:06:00.000,SEHITKAMIL
10218,Kurtarma,Hayvan Kurtarma,2019-07-04 20:42:00.000,SEHITKAMIL
10219,Kurtarma,Hayvan Kurtarma,2019-07-05 02:41:00.000,SAHINBEY
10220,Kurtarma,Hayvan Kurtarma,2019-07-04 10:14:00.000,SAHINBEY
10221,Kurtarma,Hayvan Kurtarma,2019-07-03 08:40:00.000,SAHINBEY
10222,Kurtarma,Hayvan Kurtarma,2019-07-08 22:40:00.000,SEHITKAMIL
10223,Kurtarma,Hayvan Kurtarma,2019-07-08 14:16:00.000,SEHITKAMIL
10224,Kurtarma,Hayvan Kurtarma,2019-07-08 14:13:00.000,SAHINBEY
10225,Kurtarma,Hayvan Kurtarma,2019-07-03 13:13:00.000,SEHITKAMIL
10226,Kurtarma,Hayvan Kurtarma,2019-07-05 08:24:00.000,SAHINBEY
10227,Kurtarma,Hayvan Kurtarma,2019-07-06 10:30:00.000,ISLAHIYE
10228,Kurtarma,Hayvan Kurtarma,2019-07-07 00:20:00.000,SAHINBEY
10229,Kurtarma,Hayvan Kurtarma,2019-07-06 20:26:00.000,SAHINBEY
10230,Kurtarma,Hayvan Kurtarma,2019-07-08 17:59:00.000,SEHITKAMIL
10231,Kurtarma,Hayvan Kurtarma,2019-07-08 16:39:00.000,SEHITKAMIL
10232,Kurtarma,Hayvan Kurtarma,2019-07-07 20:39:00.000,SAHINBEY
10233,Kurtarma,Hayvan Kurtarma,2019-07-08 18:32:00.000,SAHINBEY
10234,Kurtarma,Hayvan Kurtarma,2019-02-20 09:43:00.000,ISLAHIYE
10235,Kurtarma,Hayvan Kurtarma,2019-02-19 10:10:00.000,SAHINBEY
10236,Kurtarma,Hayvan Kurtarma,2019-02-18 10:45:00.000,SAHINBEY
10237,Kurtarma,Hayvan Kurtarma,2019-02-18 19:10:00.000,ISLAHIYE
10238,Kurtarma,Hayvan Kurtarma,2019-02-18 12:15:00.000,SAHINBEY
10239,Kurtarma,Hayvan Kurtarma,2019-02-18 11:31:00.000,SAHINBEY
10240,Kurtarma,Hayvan Kurtarma,2019-02-18 15:25:00.000,SEHITKAMIL
10241,Kurtarma,Hayvan Kurtarma,2019-02-17 11:23:00.000,SEHITKAMIL
10242,Kurtarma,Hayvan Kurtarma,2019-02-16 17:21:00.000,SEHITKAMIL
10243,Kurtarma,Hayvan Kurtarma,2019-02-17 13:38:00.000,SAHINBEY
10244,Kurtarma,Hayvan Kurtarma,2019-02-17 13:34:00.000,SEHITKAMIL
10245,Kurtarma,Hayvan Kurtarma,2019-02-16 12:23:00.000,SAHINBEY
10246,Kurtarma,Hayvan Kurtarma,2019-02-16 18:00:00.000,SAHINBEY
10247,Kurtarma,Hayvan Kurtarma,2019-02-27 09:33:00.000,NIZIP
10248,Kurtarma,Hayvan Kurtarma,2019-02-28 07:22:00.000,ARABAN
10249,Kurtarma,Hayvan Kurtarma,2019-02-26 09:34:00.000,SAHINBEY
10250,Kurtarma,Hayvan Kurtarma,2019-02-26 18:51:00.000,SEHITKAMIL
10251,Kurtarma,Hayvan Kurtarma,2019-02-25 18:15:00.000,ARABAN
10252,Kurtarma,Hayvan Kurtarma,2019-02-24 09:54:00.000,SAHINBEY
10253,Kurtarma,Hayvan Kurtarma,2019-02-13 13:42:00.000,SEHITKAMIL
10254,Kurtarma,Hayvan Kurtarma,2019-02-22 13:33:00.000,ISLAHIYE
10255,Kurtarma,Hayvan Kurtarma,2019-02-22 22:04:00.000,SAHINBEY
10256,Kurtarma,Hayvan Kurtarma,2019-02-21 22:25:00.000,SEHITKAMIL
10257,Kurtarma,Hayvan Kurtarma,2019-02-11 17:43:00.000,SEHITKAMIL
10258,Kurtarma,Hayvan Kurtarma,2019-02-12 12:04:00.000,NIZIP
10259,Kurtarma,Hayvan Kurtarma,2019-02-12 12:16:00.000,SEHITKAMIL
10260,Kurtarma,Hayvan Kurtarma,2019-02-13 17:57:00.000,SAHINBEY
10261,Kurtarma,Hayvan Kurtarma,2019-02-14 10:36:00.000,ISLAHIYE
10262,Kurtarma,Hayvan Kurtarma,2019-02-07 15:23:00.000,SAHINBEY
10263,Kurtarma,Hayvan Kurtarma,2019-02-07 23:40:00.000,NIZIP
10264,Kurtarma,Hayvan Kurtarma,2019-02-09 13:43:00.000,SEHITKAMIL
10265,Kurtarma,Hayvan Kurtarma,2019-02-09 18:00:00.000,SAHINBEY
10266,Kurtarma,Hayvan Kurtarma,2019-02-01 15:19:00.000,SAHINBEY
10267,Kurtarma,Hayvan Kurtarma,2019-02-01 11:20:00.000,SAHINBEY
10268,Kurtarma,Hayvan Kurtarma,2019-01-31 18:12:00.000,SAHINBEY
10269,Kurtarma,Hayvan Kurtarma,2019-02-05 11:47:00.000,SEHITKAMIL
10270,Kurtarma,Hayvan Kurtarma,2019-02-06 12:03:00.000,ISLAHIYE
10271,Kurtarma,Hayvan Kurtarma,2019-01-02 18:14:00.000,SEHITKAMIL
10272,Kurtarma,Hayvan Kurtarma,2019-02-05 16:11:00.000,SAHINBEY
10273,Kurtarma,Hayvan Kurtarma,2019-01-02 16:08:00.000,SAHINBEY
10274,Kurtarma,Hayvan Kurtarma,2019-01-02 09:50:00.000,SEHITKAMIL
10275,Kurtarma,Hayvan Kurtarma,2019-01-03 07:57:00.000,SEHITKAMIL
10276,Kurtarma,Hayvan Kurtarma,2019-01-05 20:30:00.000,SAHINBEY
10277,Kurtarma,Hayvan Kurtarma,2019-01-08 23:42:00.000,SAHINBEY
10278,Kurtarma,Hayvan Kurtarma,2019-01-03 19:03:00.000,SEHITKAMIL
10279,Kurtarma,Hayvan Kurtarma,2019-01-07 14:40:00.000,SAHINBEY
10280,Kurtarma,Hayvan Kurtarma,2019-01-07 15:04:00.000,SEHITKAMIL
10281,Kurtarma,Hayvan Kurtarma,2019-01-13 12:52:00.000,SEHITKAMIL
10282,Kurtarma,Hayvan Kurtarma,2019-01-12 16:36:00.000,OGUZELI
10283,Kurtarma,Hayvan Kurtarma,2019-01-11 12:21:00.000,ARABAN
10284,Kurtarma,Hayvan Kurtarma,2019-01-11 13:30:00.000,SEHITKAMIL
10285,Kurtarma,Hayvan Kurtarma,2019-01-11 23:05:00.000,SAHINBEY
10286,Kurtarma,Hayvan Kurtarma,2019-01-16 08:15:00.000,SAHINBEY
10287,Kurtarma,Hayvan Kurtarma,2019-01-17 09:24:00.000,SEHITKAMIL
10288,Kurtarma,Hayvan Kurtarma,2019-01-19 17:34:00.000,SAHINBEY
10289,Kurtarma,Hayvan Kurtarma,2019-01-20 20:49:00.000,SAHINBEY
10290,Kurtarma,Hayvan Kurtarma,2019-01-20 10:51:00.000,SAHINBEY
10291,Kurtarma,Hayvan Kurtarma,2019-01-21 18:03:00.000,SEHITKAMIL
10292,Kurtarma,Hayvan Kurtarma,2019-01-20 15:33:00.000,NIZIP
10293,Kurtarma,Hayvan Kurtarma,2019-01-23 14:07:00.000,SAHINBEY
10294,Kurtarma,Hayvan Kurtarma,2019-01-23 18:53:00.000,SEHITKAMIL
10295,Kurtarma,Hayvan Kurtarma,2019-01-18 15:25:00.000,SEHITKAMIL
10296,Kurtarma,Hayvan Kurtarma,2019-01-18 15:11:00.000,SAHINBEY
10297,Kurtarma,Hayvan Kurtarma,2019-01-18 14:47:00.000,SAHINBEY
10298,Kurtarma,Hayvan Kurtarma,2019-01-18 14:30:00.000,NIZIP
10299,Kurtarma,Hayvan Kurtarma,2019-01-27 18:12:00.000,SEHITKAMIL
10300,Kurtarma,Hayvan Kurtarma,2019-01-27 22:05:00.000,SAHINBEY
10301,Kurtarma,Hayvan Kurtarma,2019-01-28 09:11:00.000,SEHITKAMIL
10302,Kurtarma,Hayvan Kurtarma,2019-01-28 15:06:00.000,SEHITKAMIL
10303,Kurtarma,Hayvan Kurtarma,2019-01-28 15:40:00.000,SAHINBEY
10304,Kurtarma,Hayvan Kurtarma,2019-01-26 10:07:00.000,SAHINBEY
10305,Kurtarma,Hayvan Kurtarma,2019-01-26 13:30:00.000,SEHITKAMIL
10306,Kurtarma,Hayvan Kurtarma,2019-01-30 09:07:00.000,SEHITKAMIL
10307,Kurtarma,Hayvan Kurtarma,2019-01-31 12:51:00.000,NIZIP
10308,Kurtarma,Hayvan Kurtarma,2019-01-31 12:13:00.000,SAHINBEY
10309,Kurtarma,Hayvan Kurtarma,2019-02-01 08:25:00.000,SAHINBEY
10310,Kurtarma,Hayvan Kurtarma,2019-01-29 19:42:00.000,SEHITKAMIL
10311,Kurtarma,Hayvan Kurtarma,2019-01-30 15:34:00.000,SAHINBEY
10312,Kurtarma,Hayvan Kurtarma,2018-12-14 08:10:00.000,SAHINBEY
10313,Kurtarma,Hayvan Kurtarma,2018-12-14 14:35:00.000,SAHINBEY
10314,Kurtarma,Hayvan Kurtarma,2018-12-14 13:01:00.000,SEHITKAMIL
10315,Kurtarma,Hayvan Kurtarma,2018-12-15 14:46:00.000,SAHINBEY
10316,Kurtarma,Hayvan Kurtarma,2018-12-14 16:00:00.000,SAHINBEY
10317,Kurtarma,Hayvan Kurtarma,2018-12-14 17:24:00.000,ARABAN
10318,Kurtarma,Hayvan Kurtarma,2018-12-16 10:47:00.000,SAHINBEY
10319,Kurtarma,Hayvan Kurtarma,2018-12-15 14:46:00.000,SAHINBEY
10320,Kurtarma,Hayvan Kurtarma,2018-12-16 10:47:00.000,SAHINBEY
10321,Kurtarma,Hayvan Kurtarma,2018-12-16 09:31:00.000,SEHITKAMIL
10322,Kurtarma,Hayvan Kurtarma,2018-12-17 21:05:00.000,SAHINBEY
10323,Kurtarma,Hayvan Kurtarma,2018-12-16 09:31:00.000,SEHITKAMIL
10324,Kurtarma,Hayvan Kurtarma,2018-12-18 11:26:00.000,SEHITKAMIL
10325,Kurtarma,Hayvan Kurtarma,2018-12-19 13:57:00.000,SEHITKAMIL
10326,Kurtarma,Hayvan Kurtarma,2018-12-22 08:51:00.000,SAHINBEY
10327,Kurtarma,Hayvan Kurtarma,2018-12-23 12:58:00.000,SAHINBEY
10328,Kurtarma,Hayvan Kurtarma,2018-12-22 17:27:00.000,ARABAN
10329,Kurtarma,Hayvan Kurtarma,2018-12-20 14:32:00.000,OGUZELI
10330,Kurtarma,Hayvan Kurtarma,2018-12-24 19:35:00.000,SAHINBEY
10331,Kurtarma,Hayvan Kurtarma,2018-12-22 13:14:00.000,SEHITKAMIL
10332,Kurtarma,Hayvan Kurtarma,2018-12-25 15:19:00.000,SAHINBEY
10333,Kurtarma,Hayvan Kurtarma,2018-12-25 17:32:00.000,SEHITKAMIL
10334,Kurtarma,Hayvan Kurtarma,2018-12-25 16:44:00.000,SAHINBEY
10335,Kurtarma,Hayvan Kurtarma,2018-12-26 18:20:00.000,SAHINBEY
10336,Kurtarma,Hayvan Kurtarma,2018-12-26 11:42:00.000,SAHINBEY
10337,Kurtarma,Hayvan Kurtarma,2018-12-28 18:17:00.000,SAHINBEY
10338,Kurtarma,Hayvan Kurtarma,2018-12-28 12:59:00.000,NIZIP
10339,Kurtarma,Hayvan Kurtarma,2018-12-30 11:18:00.000,ISLAHIYE
10340,Kurtarma,Hayvan Kurtarma,2018-12-30 18:38:00.000,SAHINBEY
10341,Kurtarma,Hayvan Kurtarma,2018-12-28 14:45:00.000,SEHITKAMIL
10342,Kurtarma,Hayvan Kurtarma,2018-12-27 11:28:00.000,NIZIP
10343,Kurtarma,Hayvan Kurtarma,2019-01-01 14:50:00.000,SAHINBEY
10344,Kurtarma,Hayvan Kurtarma,2019-01-01 13:13:00.000,SAHINBEY
